,Anonymized Message,Avg_Valence,Avg_Arousal,Valence_Scaled,Arousal_Scaled
1910,Love is giving someone the power to destroy you but trusting that they won't <3,6.0,1.5,1.0,-2.0
1911,"Had a great practice with TTS on Wednesday night, have IDSFA practice tonight, I've got the girls until Tuesday morning, AND it looks like I did pretty well in both my classes. All in all, a pretty good week so far, and all signs point to next week being even better.",7.0,2.0,1.0,-2.0
1912,trying not to sleep all day long,5.0,1.5,0.0,-2.0
1913,Pistachio overload!,5.0,5.0,0.0,0.0
1914,Thanks to Angelica Clayton for sending me Alien Cow. I really like it! <URL>,5.5,4.5,0.0,-1.0
1915,goen to pick up the wee man and take him to the docs,5.0,2.0,0.0,-2.0
1916,HAY FRIENDS WHERE ARE YOU ALL ?,5.5,4.0,0.0,-1.0
1917,is not going to school today :D.,6.0,2.5,1.0,-2.0
1918,lovin this wilmington weather...it's winter here???? :o),6.0,4.0,1.0,-1.0
1919,today feels too good to be true. when will that other shoe drop?,7.0,1.5,1.0,-2.0
1920,"When it is said that New Dog Food is having improved nutrient level and good taste, WHO TASTE'S IT?????????????",5.0,5.0,0.0,0.0
1921,...So I've been told it's Pokemon month. That's cool/ This one looks kind of cool. (I hope I remember to swap back in a month.),5.0,1.5,0.0,-2.0
1922,Trying to get comfortable while my active son is kicking and doing flips! 2 months and counting!,5.0,4.5,0.0,-1.0
1923,has another baby with reflux :(    thankfully i knew the signs this time around and we caught it early,3.5,2.5,-1.0,-2.0
1924,I cant believe Im not going to AC/DC!,3.5,5.5,-1.0,0.0
1925,It's against my religion to go to church,5.0,1.5,0.0,-2.0
1926,"if only i could find a boy that won't lie and decieve me,one that could just talk to me instead of want to be all over me alllll the time, all i ask for is a friend",3.5,2.5,-1.0,-2.0
1927,We all die eventually :D,5.0,2.5,0.0,-2.0
1928,If your life stinks... spray some perfume,4.5,1.0,0.0,-2.0
1929,"awesome you had agood time,go to ASTROS VS METS FRIDAY HOUSTON,look out weiners n beer,wish u were here",5.5,4.0,0.0,-1.0
1930,i guess no one loves me no comments in 3 days oh well i still have ppl that let me know in there own way lol,4.0,2.0,-1.0,-2.0
1931,Ready to have a great weekend!!!!     =),6.5,6.5,1.0,0.0
1932,Merry X mas to Friend families and everybody  be safe Driving,6.0,2.0,1.0,-2.0
1933,in your freedom I will live oh God!!!,6.0,5.5,1.0,0.0
1934,36 hours of freedom left....!,4.0,3.5,-1.0,-1.0
1935,says almost all guys are untrustworthy...,3.0,2.5,-1.0,-2.0
1936,Thanks to everyone for their birthday wishes and reminding me that I am another         F%#@ing year older,4.5,3.5,0.0,-1.0
1937,Chips,5.0,1.0,0.0,-2.0
1938,"At camp. Using an I-thing. Hard to type. Having fun, or something akin to fun. Playing a piano duet with a kid named <PERSON>. Miss you guys. I have to stop using contraband now. G'bye!",5.5,4.5,0.0,-1.0
1939,feel like to say LUV U .....THANKS :p,6.0,4.5,1.0,-1.0
1940,you will never see my caring side anymore.,3.0,1.5,-1.0,-2.0
1941,realises that with no homwwork there really is nohting to do before youth,5.0,1.5,0.0,-2.0
1942,is having two weeks off now to get over her eye operation!!!,5.5,5.5,0.0,0.0
1943,"is watching Russia x USA. Semifinals of the Women's Volleyball World Championships! Later the other semifinal, Brazil x Japan!",5.5,4.5,0.0,-1.0
1944,Rest in peace nick. Things won't be the same anymore when I go back to manila without u there. Goodbye friend.,2.5,1.5,-1.0,-2.0
1945,NOTHING leave me alone!!!!!!!!!!!!!!!!!,3.5,9.0,-1.0,1.0
1946,mind the language in the last post.... It's rated a little higher than pg-13,5.0,2.5,0.0,-2.0
1947,"uuhh , just saw my very first saw movie (6) im feelin kinda twichy",4.5,2.0,0.0,-2.0
1948,misses stokes already. camp was way too short,4.0,1.0,-1.0,-2.0
1949,Thx to the one who showed up for my dinner..,5.0,2.5,0.0,-2.0
1950,"Vegas tomorrow, KU on monday!!!!",6.0,6.5,1.0,0.0
1951,i'm sick of my projects!!,3.5,6.0,-1.0,0.0
1952,"Facebook has shot down the idea of charging all of its members (the company's COO Sheryl Sandberg in April said, We are not planning on charging a basic fee for our basic services\). But the site may have plans to put a price tag on services""",5.0,1.5,0.0,-2.0
1953,"THE FACEBOOK TRICK: press up,up, down, down, left, right, left, right, B, A, Enter key, then right click then press up and down and magic crcles will appear. the only way to get rid of them are to log off or refresh the page...IT WILL WORK! put this as your status if it works. after you follow all the steps scroll up or down...then the circles will appear....it really works",5.0,3.5,0.0,-1.0
1954,"new year, new resolutions",5.5,1.0,0.0,-2.0
1955,is welcoming his last year as a teenager!,6.0,5.0,1.0,0.0
1956,"I saw this song on TV - one of my all time favorites - Holiday by Scorpions... come to think of it, the following lines should be on everyone's lips in Omaha during winter :)                Exchange the cold days for the sun",5.5,2.5,0.0,-2.0
1957,Bowling League tonight....GO THUNDERBALLS!,6.0,5.5,1.0,0.0
1958,had a fun night,6.0,1.0,1.0,-2.0
1959,"Had a good Birthday, went to Disney with some Co-Workers and hung out, I was happy :)",6.5,2.5,1.0,-2.0
1960,One spliff a day Keeps the evil away,5.0,1.0,0.0,-2.0
1961,HAPPY HALLOWEEEEEEEEEEEENNN!!!!!!,6.5,9.0,1.0,1.0
1962,Studying for two test  for Friday. I can  taste all the wine I will drink this weekend as a reward.....,5.5,2.0,0.0,-2.0
1963,"Justin Bieber <3 Baby , Baby, Baby Ohhhh <3",5.5,3.5,0.0,-1.0
1964,happy for <PERSON>!!!!!!!!!!,7.0,8.5,1.0,1.0
1965,11 Days and a Wakeup...,5.0,2.0,0.0,-2.0
1966,Work is lame...,4.0,2.0,-1.0,-2.0
1967,Why do people still post statuses in the 3rd person?,5.0,1.0,0.0,-2.0
1968,I have to plan for class tomorrow again! Just shoot me...,4.0,4.5,-1.0,-1.0
1969,"Sleepless.	A mix feeling of happy, worried, excited, confused, ambiguous, angry and desperate.",4.5,2.5,0.0,-2.0
1970,"I love women <PERSON>, <PERSON>, <PERSON>",5.5,1.0,0.0,-2.0
1971,if i smoke weed for the next 90 days i got to jail for 6 months. FML!!!!,3.5,6.5,-1.0,0.0
1972,I'm 35 today - Therefore I am now officially announcing my candidacy for president.,5.0,1.5,0.0,-2.0
1973,"Heading home to Jakarta... Senangnya, syalalalala",5.0,1.5,0.0,-2.0
1974,metaphorically loves stabbing himself.,4.5,1.5,0.0,-2.0
1975,"could get a katana for $20 at Knife Works, if i really wanted to do so... other wise i'd be paying $30. for one... im so tempted... but i have to wait til next check and im paid on tuesday... too bad that money will be towards rent *sighs*",4.5,2.5,0.0,-2.0
1976,"Sunny Queensland. beautiful one day, perfect the next!",7.0,4.5,1.0,-1.0
1977,I HAD A BLAST AT THE HOCKEY GAME!!!! Joey ......Where we going next?????????,7.0,8.0,1.0,1.0
1978,"I just really cant stand people right now... I think it's the hormones talking, I hope. lol",3.5,3.0,-1.0,-2.0
1979,Actually make that a horrible day. text me,2.5,2.0,-1.0,-2.0
1980,Bout time!  Shorts and T-shirt weather!,6.0,4.5,1.0,-1.0
1981,glass cuts faster and deeper than a knife the luver bleeds slower than the heart i should have tried to difusse that glass bomb naked now im all shiny and red =],5.5,1.5,0.0,-2.0
1982,is in an Empire state of mind for far too many reasons.,5.5,1.5,0.0,-2.0
1983,Sticks and stones may break my bones but wipes and chains excite me!!!!   True story!!!,5.5,7.0,0.0,1.0
1984,thank u everybody for wishing me.,6.0,1.5,1.0,-2.0
1985,Finally decided on a new name for kitty! Sassafras :),6.0,4.5,1.0,-1.0
1986,One more day to work. Im so ready for the weekend. I got to find something to get into. lol. Maybe baby and me can go on a lil date. *Joy*,6.0,3.0,1.0,-2.0
1987,For nothing is impossible with God.Ã¢â‚¬Â <URL>,6.0,1.5,1.0,-2.0
1988,ps the purple thumboxer,5.0,1.0,0.0,-2.0
1989,I was absent to my online class? there's something wrong with that,4.5,1.5,0.0,-2.0
1990,WOW 40hr famine was reallly hard i only got 38hrs because i nearly vomitted and couldnt move i was so weak but still i raised $70 for kids who are like that everyday.,6.0,3.0,1.0,-2.0
1991,"well I'm on top of mammy again! oi Sam look up ERE!!\  hehehe\""""",5.5,5.5,0.0,0.0
1992,is home again,5.0,1.0,0.0,-2.0
1993,"The happiest people don't have the best of everything, they just make the best of everything they have.",6.5,1.5,1.0,-2.0
1994,"FEB 21 to MAR 21		Residential Treatment Facility	PO Box 501	Limestone, Maine. 04750	Attention: Mark McFarland 		I would really like to get some mail and support!!!",5.5,5.5,0.0,0.0
1995,I hope everything goes well!!! Haaaaayyyyyyy.........,5.5,6.5,0.0,0.0
1996,"Humm, no,,,, I'm stopping and I'm praying. Interesting, how much longer, I know I'm far from a saint, but I know what I need to do, Get on the Cross He Has",5.0,2.5,0.0,-2.0
1997,Wishes she would find someone to love her for who she is and she can love back.,4.0,1.5,-1.0,-2.0
1998,i have a feeling my doggie will have puppies today :],6.0,2.0,1.0,-2.0
1999,i want to be free...lubayan nyo na ako.bkit ayw nyo mging msaya.....:'( I sent you a smiley! Want to see it? <URL>,5.0,3.0,0.0,-2.0
2000,is back at college.....,5.0,2.0,0.0,-2.0
2001,#ERROR!,4.5,1.5,0.0,-2.0
2002,I wish i had a cookie right now....,5.0,2.0,0.0,-2.0
2003,DAMN! I HATE THIS COMPUTERS SECURITY SYSTEM! ITS SOOO PARANOID IT WONT LET ME PLAY A COMPUTER GAME SINCE IT IS TRYING TO ACCESS FILES SAVED ON THE COMPUTER!!!!! =(,3.5,8.0,-1.0,1.0
2004,"First day learn how to dive, It was so fun XD ..............and I almost ran into a tree",6.5,3.5,1.0,-1.0
2005,love love is a verb,5.0,1.0,0.0,-2.0
2006,I am on cloud nine right now.,7.5,1.5,1.0,-2.0
2007,Well I'm over the quizzes for the moment..........Pretty uneventful weekend due to the fact I am on call for work.  It sucks but at least I'll be happy when I get my paycheck!,5.0,4.0,0.0,-1.0
2008,"key to a good italian tomato sauce is plenty of garlic, seasoning at low heat. then wack up the temp, add the chopped tomatoes, so they sizzle and squirm!!! gorgeous!",6.0,6.0,1.0,0.0
2009,R.I.P.  <PERSON>   :* ( I was really hoping for a <PERSON> 2,3.5,3.0,-1.0,-2.0
2010,"I can't believe u can be so Dense! I have really fallen 4 u, I've always been... I'm always scared that whenever I'm around you, I always find myself on the edge of a heart attack... But still, your really dense!! And I hate that, But u know what? I don't know why, but When it's you, I can't find any reason to hate you!! T^T",3.5,5.5,-1.0,0.0
2011,So here i am again in the middle of the end and the choice i wish id made i always make to late.,3.5,1.5,-1.0,-2.0
2012,today is lamee saucee my friendss.,4.0,2.0,-1.0,-2.0
2013,"Things to do today: 1.Get up, 2.Survive, 3.Go back to bed.",5.0,2.0,0.0,-2.0
2014,cats! i looove!cats!,6.0,5.0,1.0,0.0
2015,iz can has lucy wig?,5.0,1.5,0.0,-2.0
2016,Thanks for all the birthday love! Now could someone just fix my back?,6.0,5.0,1.0,0.0
2017,Dr Phil is a fat man who sold a diet book to most of the country.,4.0,1.5,-1.0,-2.0
2018,is looking forward to girls' night. <3,6.0,2.0,1.0,-2.0
2019,"hanging on a line, a dead line.",4.5,1.0,0.0,-2.0
2020,I hate this kind of heat.,4.5,1.5,0.0,-2.0
2021,Wow. This week's already a little... Eugh.  .>.,4.0,3.0,-1.0,-2.0
2022,"hi, im dong woo",5.0,1.0,0.0,-2.0
2023,is scholarship searching with Aunt <PERSON> soon. I'm glad I have an Aunt who is in medicine! I would be lost with her!,6.5,4.5,1.0,-1.0
2024,"EVERYBODY, love juice is my word(even though it's alexis' favorite word and a crapload of people keep saying it) i found it.",5.0,3.5,0.0,-1.0
2025,Tom Hanks was right........I'm sleepless in Seattle,5.0,2.5,0.0,-2.0
2026,can haz beer with her cake plz?,5.0,1.5,0.0,-2.0
2027,Paintballin' is awesome,6.0,2.0,1.0,-2.0
2028,"The reality of the other person lies not in what he reveals to you, but what he cannot reveal to you. Therefore, if you would understand him, listen not to what he says, but rather to what he does not say !!!!",5.0,6.0,0.0,0.0
2029,Being without a car is Horrible... HORRIBLE!,2.5,6.0,-1.0,0.0
2030,"If you have any history or family history of ovarian, cervical or breast cancer then you need to have these test done annually.  I have to have a hysterectomy on Oct 12th.",5.5,1.5,0.0,-2.0
2031,Glad to be home - after a couple days of fun in San Francisco!,6.5,4.5,1.0,-1.0
2032,"It has been a good day...It started out at Otter Creek with Bible study,then a chapel service, lunch and a workout with a good friend, a productive day at the church; all that and I still have small group to look forward to for a bit, and then I get to go back to Otter Creek for a live showing of Alice in Wonderland!  Awesome day.",8.0,3.0,1.0,-2.0
2033,Carolina is horrible!,3.0,5.5,-1.0,0.0
2034,"I am very happy my Java application: Bible Reading Plan 1 year for Java All\ is affecting lives all over the world""",6.5,2.0,1.0,-2.0
2035,#76 I cant belive i actually got to talk to a girl on Chat Roulette and a cute one ontop of that,6.0,1.5,1.0,-2.0
2036,"Congratulations to Magnificent <PERSON> The only utterly un-celebrated five time\ world champion....\""""",6.0,2.5,1.0,-2.0
2037,Too many complications in relationship..n upar se exams..having heart attack..!,3.5,5.0,-1.0,0.0
2038,so whos goin on the skii trip??,5.0,3.5,0.0,-1.0
2039,"My novel about gay ppl is going to be as popular as the hero Velcro Man, who fixes the velcro on the pants and shoes of ppl lying under rubble. I just get that feeling.",5.5,1.5,0.0,-2.0
2040,Is feeling rough...I have pluracy and a sinus infection and issues with my incision...be happy when I'm better !,3.5,4.5,-1.0,-1.0
2041,Thank You All for such a wonderful Birthday,7.5,1.5,1.0,-2.0
2042,<PERSON>l: <PERSON>! come in here and watch this with me!        Me: What is it.        <PERSON>: Come in here and you'll find out!! :D        Me: I will not watch Dragon Ball Z with you.       <PERSON>: DID YOU KNOW THERE'S A NEW ONE EVERY TUESDAY AND THURSDAY. NOW I HAVE SOMETHING TO LOOK FORWARD TO!!!! 8D,6.0,7.5,1.0,1.0
2043,The color of your bra made the news BUT WILL THIS? Let's support our troops. If you support our troops please post this on your status and leave it for at least one hour. There should be no excuses from anyone!! This should appear in everyone's status! Please do this for the ones that make this...The Land Of The Free and the Home Of the Brave..,5.5,5.5,0.0,0.0
2044,happy beerday to me... sa lhat ng nag greet.. THANK YOU SOO MUCH....MWAAAHH...sana nest bday Ko jan p din kau....,5.5,5.0,0.0,0.0
2045,"People look at me and think I am strong.She can handle it.\Do they really know how I feel?\""""",3.5,1.5,-1.0,-2.0
2046,Today my son <PERSON>turned 8 so we went to Chucky Cheese and then to Logans for dinner.  We had an awesome time.  Sometimes I wish they didn't grow so fast.  I miss the time when he was a baby and I would fall asleep on the couch with him on my chest.,7.0,1.5,1.0,-2.0
2047,yay!!!! first round of xams finally over..... now lfy seems to be a life,6.5,6.0,1.0,0.0
2048,Life is a hard thing to keep up with.,4.0,1.0,-1.0,-2.0
2049,A man from town shows up at your farm and says that a busload of outlaws escaped and are heading into the mountains. You've been retired for ten years and you're the only man for the job. How do you respond?,5.0,1.5,0.0,-2.0
2050,"Wow <PERSON> got his ass beat up for 4 1/2 rounds and managed to win, I still can't believe it.",5.5,2.5,0.0,-2.0
2051,"Pressure. That's what's on my mind. I tend to do well under the gun, however. Next thought...NAILS. They are in need of some prett-y-fying. Blech.",4.5,4.0,0.0,-1.0
2052,"Hey, anyone who has year one german with Haar, what did we have to do again? I know it was a worksheet but what?",5.0,1.5,0.0,-2.0
2053,"Love me when I least deserve it, because that is when I need it the most.",5.0,1.5,0.0,-2.0
2054,"World lost a great man today, RIP MR. Elmore, U will never be forgotten",3.5,1.5,-1.0,-2.0
2055,Just an FYI for a certain person out there..if you dont want me to know something and want it kept secret then GET THE F#CK OFF FACEBOOK..Dont ask my kids how I knew and get pissed that I know. Ask me or get off here,2.5,5.0,-1.0,0.0
2056,MAN THIS RELIGION PROJECT IS KILLING ME I NEVER EVEN HEARD OF SHAKERS.,4.0,5.5,-1.0,0.0
2057,"Idk why people are making a big deal bout the Jonas bros or Justin Beiber they are just people, but they can sing?",5.0,1.5,0.0,-2.0
2058,american idol season 8 on star world <3,6.0,1.5,1.0,-2.0
2059,"If there is such a thing as facebook, is there a Facelibrary?.... CAN A BROTHA GET A DEWEY DECIMAL SYSTEM HERE? :)",5.5,4.5,0.0,-1.0
2060,Just got finished studing for Civics final and Science test. School Dance with <PERSON>tommarow.,5.5,1.5,0.0,-2.0
2061,taking <PERSON> and and Z-pack. Is it strange that I am VERY VERY hungry? I am eating everything in sight!,5.0,5.0,0.0,0.0
2062,is wondering why dogs look at their butt's when they fart???,5.0,4.5,0.0,-1.0
2063,"has a Kindergarten story to tell - One of my little girls in my class asked me this morning where was everyone buying the spirit pom pom's, we sell on Friday's at school, because she wanted one.  I told her that she would have to bring some money next week and she could get one.  She then turned and looked at me with the most serious little face and said, Do they take debit cards?\  LOL!\""""",5.0,4.5,0.0,-1.0
2064,"Saw Eclipse wed. night best movie I've seen all summer, so fat",5.5,1.5,0.0,-2.0
2065,WOOO 4 more days till craziness reaches a whole new level!! <3,6.5,6.5,1.0,0.0
2066,bunking office and staying at home doing nothing rocks!!!!!!,6.5,7.5,1.0,1.0
2067,Advance Merry Christmas sa lahat ng mga fb reryan,5.5,1.5,0.0,-2.0
2068,"<< Without you, one night alone, is like a year without you baby >>		---Soundtrip usa ta bago magstudy---	<3 <3 <3",7.0,3.0,1.0,-2.0
2069,is tired of doing nothing all day! A first! lol,4.0,5.0,-1.0,0.0
2070,"New year's fast approaching... let's all be reAdy to welcome 2010.. i hope that year will be a better year for us.. pray, pray, pray,, that's all we have to do...",6.5,3.0,1.0,-2.0
2071,"Dear friends,        Thank you for your kind wishes. I had as good as a birthday as one could at the ripening age of 24. I sincerely wish for the best for you all.        Best,     <PERSON>",7.0,1.5,1.0,-2.0
2072,had a great day wit<PERSON> :) was a great birthdayyy thankyouu everyone:),7.5,4.0,1.0,-1.0
2073,Thanks guys for all the Bday wishes...=),6.5,2.5,1.0,-2.0
2074,aaaaaaaaaaaaagggggggggghhhhhhhhhhhhhhhh...........,4.0,5.0,-1.0,0.0
2075,Mondays are the potholes in the road of life.,4.0,1.5,-1.0,-2.0
2076,thanks for all the b-day wishes,5.5,1.0,0.0,-2.0
2077,"got the house to myself for 48hrs, going into a vegetative state and taking the cat wit me",4.5,1.5,0.0,-2.0
2078,Finished my outline!,6.0,5.0,1.0,0.0
2079,"Read one right after the other. <PERSON>: ... it is hard to find reliable cheap indicators saying when contrarians are more likely to be right.\ <PERSON>: \""Correlations between people who criticize a thing and people who misunderstand a thing are necessarily more instructive than they realize.\"" I love it when disparate bits find me.\""""",5.5,1.5,0.0,-2.0
2080,things are FINALLY looking good for me :),7.5,3.0,1.0,-2.0
2081,Getting ready to go out with the babe...,6.0,2.5,1.0,-2.0
2082,I hope you all have a wonderful day! God bless,7.5,5.0,1.0,0.0
2083,getting heart broken is the worst thing ever!!!   :(,2.0,6.5,-1.0,0.0
2084,"Having a blast in House of Dereon! Sasha baby, you are the greatest!",6.5,5.5,1.0,0.0
2085,Omg...I'm 24!! Thank you guys <3,6.5,5.5,1.0,0.0
2086,Headed to Portland to spend some time with <PERSON>and<PERSON> and hopefully find out what's wrong with my stinkin' car.,4.5,2.0,0.0,-2.0
2087,annoying children must die,2.5,1.5,-1.0,-2.0
2088,dreams country roads that takes him Home,5.0,1.5,0.0,-2.0
2089,"is so tired of these micro braids. Someone please come help me take them OUT!!! On another note, I've been smiling ever since Thankgiving. I had a lot to be thankful for.",7.0,5.5,1.0,0.0
2090,Had dinner with my mommy & watched two movies!!,6.5,6.0,1.0,0.0
2091,cannot wait for tomorrow's soccer game! U-S-A! U-S-A! Beat Brazil!,6.0,6.0,1.0,0.0
2092,Sct rokkz.... Strike again!!! Lol.. :-D,5.0,6.5,0.0,0.0
2093,is okay about learning more about schizophrenia,5.0,1.0,0.0,-2.0
2094,"What are the chances of the 2 highways in Indiana I needed to travel on today, which I haven't traveled in 2 years, being closed because of the blizzard conditions?? Nevertheless, I ignored common sense and drove right through it. And I'm still alive.",5.0,3.5,0.0,-1.0
2095,86-92 All I can say is well done Celtics 2-3!!!!!!!!!!!  #TEAMCELTICS!,6.0,9.0,1.0,1.0
2096,regrets not taking more unglam photos of the people who took unglam photos of me.,4.5,1.5,0.0,-2.0
2097,"birthday well spent :). and i hope we're still chill. i like the status wars, hate that they just randomly stopped.",6.0,3.0,1.0,-2.0
2098,"ok my Urban Dictionary meaning... LOL....An extremely attractive girl whos flirty personality and curvacious figure will keep you coming back for more. She's typically a brunette but occasionally acts blonde. She enjoys long relationships and has many close guy friends. Often mistaken for a slut\ but really isn't. She can also be a super bitch if you get onto her bad side....\""""",5.0,2.5,0.0,-2.0
2099,HAPPY BIRTHDAY TO ME! BIG 20!,6.0,6.0,1.0,0.0
2100,"todays a nice cool day -_-\""",5.5,2.0,0.0,-2.0
2101,"Ugh, finally got home. Started work today at 9 am with screaming kid and just now got done with work at 1 am after dealing with screaming twilight fans. Bed time for me :)",6.0,3.0,1.0,-2.0
2102,Had a really good cut of steak last night.  Now I'm craving tons of red meat like there's no tomorrow.  Is there anywhere that will deliver steak?,5.0,1.5,0.0,-2.0
2103,counting down the last  33 minutes of my birthday with my bestie sleeping over! Lots of love out there to everyone!,7.0,6.0,1.0,0.0
2104,woke up with an awesome hangover.  Thanks for your birthday wishes!,6.0,5.0,1.0,0.0
2105,bleh....mondays,4.0,2.0,-1.0,-2.0
2106,"got to be acting Academic Team captain at Quiz Bowl, and it made her very happy. Hermitage Team came it second-to-last, but it was still loads of fun.",6.5,1.5,1.0,-2.0
2107,Can't wait to see my beautiful girlfriend <PERSON> today (:,7.0,3.0,1.0,-2.0
2108,<PERSON>,5.0,1.0,0.0,-2.0
2109,Santa is coming!  Santa is coming!,5.5,5.5,0.0,0.0
2110,"dinner out with mom, grandma, <PERSON> and <PERSON>for my birthday.  Hope it's fun!",5.5,5.0,0.0,0.0
2111,Anyone out there know any children's book agents,5.0,1.5,0.0,-2.0
2112,"Watching Dance Your Ass Off, they gave each contestant their dream meal\ as their last fatty meal. The black girl's""",5.0,1.0,0.0,-2.0
2113,i dont get this shitt,3.5,2.5,-1.0,-2.0
2114,"I think my arm just fell off, 5 games 3 days with no ice is not good!!",3.5,6.0,-1.0,0.0
2115,had a tooth out today and is feeling very sorry for herself,4.0,1.5,-1.0,-2.0
2116,Happy Teacher's Day! :D,6.5,5.5,1.0,0.0
2117,"hates not being able to do anything, with my hand. stiches sux.....",3.5,3.0,-1.0,-2.0
2118,Motion City Soundtrack puts this smile on my face-->    :D,6.0,4.0,1.0,-1.0
2119,Dance off with Britney Spears.,5.0,1.5,0.0,-2.0
2120,hiiiiii guys........... thanx for all the wishes!!!!!!!!!!,6.0,7.5,1.0,1.0
2121,"another week, another paycheck its nice to have a income but nicer if I could spend it.",5.0,1.5,0.0,-2.0
2122,"Well, the biggest loser is finally over! Yay!!! Peanut butter eggs here I come! No, in all seriousness, I lost 23 pounds but unfortunately that was not quite enough to win it!",6.5,6.0,1.0,0.0
2123,Thanks for all the birthday wishes ya'll!  :],6.5,6.0,1.0,0.0
2124,saw paranormal activity yesterday and it was awsome!!! not as good as i thought but amazingly real :D!,6.5,6.5,1.0,0.0
2125,Depression is when you over-estimate the under-deliverable. Hope is when you miss last part.,4.5,1.5,0.0,-2.0
2126,"Wow it's one of those days, I have had way too many dumb moments for the day.  I've def. exceeded the amount allowed and it's not even 11 am.",4.0,2.0,-1.0,-2.0
2127,umm woww....ha txt meee:],5.5,3.0,0.0,-2.0
2128,"here at school, in my classroom, on facebook. looks like i'm going to start using facebook a lot again. lol",5.0,2.0,0.0,-2.0
2129,Who knows the 3 D's,5.0,1.5,0.0,-2.0
2130,Happy Friendships Day! <3 <3 <3,6.5,5.5,1.0,0.0
2131,work is over... for today.,5.0,2.0,0.0,-2.0
2132,People Private Concept Take #2 - ELAS NÃƒÆ’O PAGAM Vocal Act LAURA MELO ( Cascais ) & Djs What The Funk?! ( Residentes Twin's Lx ) | BAUHAUS,5.0,3.5,0.0,-1.0
2133,we won!!!!!! record in conference 6-0,6.5,7.5,1.0,1.0
2134,No work on Friday! Happy 4th everyone!,6.0,5.5,1.0,0.0
2135,It is so true that - God makes your enemies your foot stool! :-) I told you to stop messing with God's child!,5.5,5.5,0.0,0.0
2136,I'm studying for a history test...and i'm super duper tired,4.0,2.5,-1.0,-2.0
2137,Hey Everyone the JDRF (Juvenile Diabetes Research Foundation) Walk for a Cure is coming. Please help me reach my fund raising goal. I  figured that $5 from each of my friends would achieve the goal. Follow the link on my profile tab if you can help. And Thanks to all!,5.5,5.0,0.0,0.0
2138,Hmmm. i have a feeling that this summer break is going to be something different :D,6.0,3.0,1.0,-2.0
2139,trip to mall with karah was a total mess,3.5,1.5,-1.0,-2.0
2140,happy turkey day everybody,5.5,1.5,0.0,-2.0
2141,"40ft off on our strap going in the hole! Again, where do thes people come from! That makes 4 times on this well. Sure glad we took the last 2 stands easy or there be no tellin where the whipstock would be pointing!",4.5,5.5,0.0,0.0
2142,"I feel better today, but not 100%. I am still stopped up. I think it is a sinus infection. Oh joy! UGH!",4.0,5.5,-1.0,0.0
2143,"<PERSON>is an utter wench ,)",5.5,2.0,0.0,-2.0
2144,Any moms know of a good product to keep the water out of kids eyes while taking a bath?? <PERSON> has developed quite a fear of bath time!!,5.0,5.0,0.0,0.0
2145,Good night all! Thanks again for all the great birthday wishes! <3,7.0,5.0,1.0,0.0
2146,"is happy to be home, but needs a drink.",6.0,1.0,1.0,-2.0
2147,"champion match, only need one more win but have to lose twice ....let's do this",5.5,2.5,0.0,-2.0
2148,full moon time...,5.0,1.5,0.0,-2.0
2149,Teen mom 2 is obnoxious.,4.0,1.0,-1.0,-2.0
2150,bout to put one in the air,5.0,1.0,0.0,-2.0
2151,i love you from your toes to your face,7.5,1.5,1.0,-2.0
2152,Is there a second chance??????!!!!,4.5,7.5,0.0,1.0
2153,"Please put this on your status if you know someone, are related to, and adore someone who has ASD, PDD, ADHD, ADD Autism or Aspergers . These misunderstood, so called trouble maker\ kids just want to be treated like everyone else and can't speak out. But we can raise awareness ...... 93% won't copy and paste this""",5.5,1.5,0.0,-2.0
2154," there is no such thing as conditional love. Love is either unconditional or it's no love \\""""",5.0,1.5,0.0,-2.0
2155,i hate tennis racketts!!!!! got hit in the eye today by one in gym......,3.5,7.0,-1.0,1.0
2156,"<PERSON>at age 3 yrs has graduated from calling me mommy\ to calling me \""mom\"".  \""mommy\"" is for babies.\""""",5.5,1.5,0.0,-2.0
2157,"Car f****d again after only getting it out of the garage on tuesday.  Laptop crashed and had to get windows reinstalled, f**k you Bill Gates and Microsoft.  and to top it all off it is raining.  Saturdays gotta love em",2.5,4.5,-1.0,-1.0
2158,alias hiatus...poof!,5.0,4.5,0.0,-1.0
2159,There is an eerie calm that fills the air right before a hurricane hits. That's what school felt like today. It's very strange.,5.0,1.0,0.0,-2.0
2160,Any interesting stuff???,5.0,4.0,0.0,-1.0
2161,Today was a pretty easy day. Tomorrow thats another story. Hope everyone has a better day tomorrow than they did today. Gudnite FB talk to yall again tomorrow.,6.5,1.5,1.0,-2.0
2162,What a day!,5.5,5.5,0.0,0.0
2163,Just saw the Eclipse trailer...INCRAY-AU-BLAY (that's frech for incredible):D,6.0,5.0,1.0,0.0
2164,birthday today so im gettin fucked up,4.5,2.5,0.0,-2.0
2165,The after b day concert at the house of blues was rockin!!!,6.0,6.5,1.0,0.0
2166,GTG!! it's monday.. monday madness in traffic..,4.5,6.0,0.0,0.0
2167,lakers and modern warfare 2 if I get a nap it is looking like a good day.,6.0,2.5,1.0,-2.0
2168,Never doubt for a minute that every single one of you are on my friend list as a result of a conscious decision. I am not only glad to count you as friends but also as family! Let's see who in my Friend's List actually pays attention. Copy and repost this in your own bulletin. You can't choose ...family but...... you can choose friends,5.5,2.5,0.0,-2.0
2169,Happy Diwali !!!!!!!!,6.5,7.5,1.0,1.0
