Arousal, Phrase
5.0, Up past my bedtime wheeee! Waiting for <PERSON> and <PERSON> to come home.
5.0, up the worlds a$$ that what i think right now sorry if anyone might be offended by that
5.0, Wants to know why Facebook wants to know whats on my mind??? hm-mm Facebook are you worried about me !         :P
5.0, Wants to see everyone again!
5.0, wants to thank everyone who have wished her a happy bday...and the ones that txtd...and the ones that even thought about me today...love ya all!
5.0, What a crappy day to trick or treat but well have fun where letting trin watch carrie he he i cant wait!
5.0, What a lethal weekend had with the girls and coyles halls feins! Theres no way a kidney infection was guna stop me from gettin wasted! So much funny shit went down that i dont even no wer to begin... Newcastle you've won me over!
5.0, What a long day! Birthday parties always drain me. Renting Weeds season 6 and snuggling up with my lovey all night. Ahhh...
5.0, Who hasn't seen the Schroderhuis yet? Join me in shame! Audiotour tomorrow at 3 or 4.
5.0, who in the world is Mouhamed Ali Mido?????? hes kinda creepy
5.0, Why am I working on Sunday nite???  :(
5.0, why isnt anyone online?????
5.0, Wishing grades were posted already....suspense kills me!
5.0, woke up with an awesome hangover.  Thanks for your birthday wishes!
5.0, won a game of snooker today!- i've still got it in me!!
5.0, would like to thank all of you who wished me a happy birthday today!
5.0, wow! i absolutly live in a house w/damn fools  i got one on the for talkin to me on the phone and she aint even related idr y she was i got one in the room screamin bitchin for that reason she was phone then i got one damn that aint nobody listen to askin who i'm on the phone with no yo damn bidness god! what am i gon do and i'm still half awake
5.0, Wow!first day of scol
5.0, Yay i assed my geometry exam! Now to take <PERSON> test and i am good! :)
5.0, YAY! Got in the classes I need!
5.0, You have to see this! A simple town competition ends a 8 year marriage! <URL>
5.5, "1. 2. sing ... hapy b.day to me, hapy b.day to me ...Im 22 yrs old now!!"
5.5, "40ft off on our strap going in the hole! Again, where do thes people come from! That makes 4 times on this well. Sure glad we took the last 2 stands easy or there be no tellin where the whipstock would be pointing!"
5.5, "<PERSON> + Chatt town & Knoxville = fun times on my birthday!! ,)"
5.5, "All night with <PERSON> and <PERSON> at <PERSON> to see Combichrist.  FUCK I LOVED THE SHOW.  Absolutely need to pass out, long work week + six hour concert = TIRED AS SHIT"
5.5, "Awww, thanks ya'll! Thats real sweet o' you! And if I may have a moment of sentimentality, all of you made it Xtra special. Thanks again! :)"
5.5, "Bored.........like my picture, its of my bear that @<PERSON> gave me. I call her SLUSHIE!"
5.5, "FEB 21 to MAR 21		Residential Treatment Facility	PO Box 501	Limestone, Maine. 04750	Attention: Mark McFarland 		I would really like to get some mail and support!!!"
5.5, "Feel like im in a old school western movie, dam you fra!!"
5.5, "Finally got the internet up and running at the new place, thank you all for your fond Birthday wishes!"
5.5, "Finally, home at last!"
5.5, "For the past two days the door to my shop has been frozen closed. Got that unstuck. Tho I have lots to do for the upcoming show, I'm not looking forward to working in this freezing frikin cold!!"
5.5, "had a great time at the wedding! Yankees up 2-0, big game tonight i'm nervous as hell! i wanna spank that damn rally monkey tonight!"
5.5, "Happy 4th yo! Now, let's see some pretty lights and explosions...not necessarily in that order in or in same time frame! XD"
5.5, "Having a blast in House of Dereon! Sasha baby, you are the greatest!"
5.5, "Heading n2 town for a while, going to throw something out, which I hopefully won't regret but if anyone GIRLS esp. and boys wana meet up about half 5 or 6 in K2 i thinkit's on <ADDRESS> or thereabouts, feel free, not putting my no. up, I'm not that mad, I'm not going on a bender but just putting it out there for all the bored people who are near Dublin city centre!!!! Please tell me now if uÃ¢â‚¬Â¦ <URL>"
5.5, "Hello sweetheart!! Promise to God I didn't, didn't even realize that you called! Whats up bro?"
5.5, "I can't believe u can be so Dense! I have really fallen 4 u, I've always been... I'm always scared that whenever I'm around you, I always find myself on the edge of a heart attack... But still, your really dense!! And I hate that, But u know what? I don't know why, but When it's you, I can't find any reason to hate you!! T^T"
5.5, "I feel better today, but not 100%. I am still stopped up. I think it is a sinus infection. Oh joy! UGH!"
5.5, "i'm gonna stick through all my plans for now on, nothing and no body is gonna keep me away from thats!!"
5.5, "is so tired of these micro braids. Someone please come help me take them OUT!!! On another note, I've been smiling ever since Thankgiving. I had a lot to be thankful for."
5.5, "Jan.19= 4 years married!!! My hubby gets a perfect 10 for giving me flowers, imported chocolate, AND a stuffed animal. ;>"
5.5, "My sweet boy is at the Vet today to have blood drawn to check his medication levels.  He had a seizure late Sunday night and they have to see if his medication needs to be increased.  Poor guy, but at least he was excited to go to the Vet!!! :-)"
5.5, "My tummy keeps hurting ,___, !!"
5.5, "NO ONE needs to be in contact with me this weekend cuz I will b on my xbox and gotta set up my two weeks vacation. Hopefully Vegas falls through, (I do need it)/ worked 6 day work weeks for the past 4 months str8---- peace!!!!"
5.5, "Okay, now the dog is bugging out. He must be bored as hell cuz now he's playing fetch wit a shitty diaper. LMAO What happened to the stick?!"
5.5, "phhheewwww, we finally found a place!!"
5.5, "Quotes from tiffs b-day...OMG! My pants have gone AWOL!... Why does it feel like someone pissed on me! Are those special brownies! Made with happieness! There's no point... It's dead, there's no point ( bliss laughing maniacally)"
5.5, "Started work, makin bank!"
5.5, "Today, tomorrow, Friday, Saturday, then move in day!!!"
5.5, "Totally psyched! Just registered for the Wedding Planners Institute of CanadaÃ¢â‚¬â„¢s June 26th & 27th, 2010 course!"
5.5, "tyty! I wish ya all da best, have a fab day and night! xD cheerio!"
5.5, "Underwood Mayne has a gig at Mermaid Tavern on Thursday night! So if you're not doing anything, or if you are, please come and see us Live! on a side note, we'll be available for signing random possessions after the show.        See you there!!"
5.5, "We are offering PC or Laptop reformat,Troble shooting, research and typing job!!"
5.5, "Well i hope this is it, Congrats to <PERSON> on her new baby boy, finally he's here! :)"
5.5, "well I'm on top of mammy again! oi Sam look up ERE!!\  hehehe\"""""
5.5, "With so many records broken in one Daytona, it only makes sense for the winner to be historical as well. Awesome freakin' finish, huge congrats to Trevor Bayne! Just awesome!"
5.5, "Yay~ going to Ontario Mills with <PERSON> and <PERSON> For her birthday~ >u< Pfftt but she's late, as I expected... =3=#"
5.5, (has registered her CAC @ home) and they said I couldn't do it. phhhsss.... If it got anything to wit computers. I gots this!!
5.5, 1 year older and got thrown into the pool...haha...THX 4 the birthday wishes and THANKZ so much 4 the surprise i had on my birthday!!! I enjoyed it a lot ^_^
5.5, <PERSON> is kicking my boogie on call of duty! Yikes!
5.5, <PERSON> wer pox lucky today da bastards.united wil be bak on top in no time!!
5.5, ALLLLLLLLloooooooooooooo
5.5, bejeweled blitz!!  =]
5.5, Brought my truck back from the dead yesterday... yee haw!  OMG zombie truck...
5.5, can't wait to kick ass at kickboxing tonight!
5.5, Carolina is horrible!
5.5, college application is not for the faint of heart!  Immunization forms are for the birds!  One place won't sign off because they didn't do one shot and the other place won't sign off because they didn't do some other shot..  WHO's going to SIGN THE FORM>>
5.5, DOTA DOTA DOTA..hehehehe isshhhh...micro..hmpf...
5.5, drama...drama...and more drama....I am done!
5.5, Dude! Really? Cancelled again. Grrr...
5.5, Finally got a working phone again....and its nice!
5.5, fun night out! excited for tomorrow!
5.5, getting ready for the big move people
5.5, getting ready to go up snowboarding @ <PERSON> can't wait!
5.5, Go USA!!
5.5, Go WV!
5.5, Go you All White good things!!
5.5, Going to the Biltmore tomorrow! Yeah!
5.5, Gonna make the transition to veganism!
5.5, Goodluck guys!...
5.5, Graduating on Friday!  Call me if you can make it out!
5.5, grr...I hate being sick!
5.5, Had a good time 2nite. Good to see my skateworlders its been a min since I saw u all!!
5.5, Happy 4Th of July! See you girls tomorrow!xo
5.5, Happy birthday to both <PERSON> and <PERSON>! Two tremendously wonderful musicians who indeed deserve the celebration.
5.5, Happy Friendships Day! <3 <3 <3
5.5, Happy New Year Everyone! xox
5.5, Happy Teacher's Day! :D
5.5, has got his car back!! :)
5.5, Hi all thank you sooo much for the B-day wishes im blessed out of my sox! to be remembered by all of you!!
5.5, HOLIDAYS XD XD
5.5, Holy Christ! Had a great time last night. Thanks everyone for coming.
5.5, Holy shit... Still playing with go to meeting.... Tech support.... Help... Help.   Mama's tired
5.5, holy wind from hell Batman! where's the damn rain? the dirt is blowing in my eyes.
5.5, HOOK 'EM HORNS!! 51 TO 17!!! went to U.T. game in Austin with my fam... next time i think i may tailgate... pondering..
5.5, I am Logizomechanophobic!
5.5, i am so excited to see Grown Up's the latest Adam Sandler flick out on dvd tomorow!
5.5, i brought a real coffee and nearly one of every slice in the coffee shop today!! yum yum yum (yum yum!) but i did share
5.5, I cant believe Im not going to AC/DC!
5.5, i feel invisibe. ugh fml!
5.5, I hate my job!
5.5, I just say the craziest little things!<3
5.5, I know my best friend is having the baby but I have been anxious since this morning I can not wait any longer for baby port!!
5.5, I think I've been converted... I'm officially a GLEEK!
5.5, I was working at grad night the intire time and i've had 3hours of sleep!
5.5, I would like to thank all of my family and friends that came out and celebrated as well as  showered my new lil man with love and gifts. It was great! O how I love my family and friends.
5.5, I'm decorating my house for x-mas tom it should be fun!!
5.5, I'm excited to have just purchased a bunch of new workout clothes! Wo-HOO! There's no better motivation in my book!
5.5, I'm so glad this week is over! can't wait till Sunday!
5.5, I've got such a great wifey! Call of duty black ops came out today and she made sure we got a copy already!! Hell yeah. I love you boo!
5.5, in your freedom I will live oh God!!!
5.5, is all packed to go to France tonight!  Woohoo!
5.5, is done done done! Now to just pack...
5.5, is enjoying her day off!!
5.5, is going to sleep under the stars! :D
5.5, is hanging out with <PERSON>.....dreading work.....and missing <PERSON>!! I love him so much!!
5.5, is having two weeks off now to get over her eye operation!!!
5.5, is making stickers!!!
5.5, It is so true that - God makes your enemies your foot stool! :-) I told you to stop messing with God's child!
5.5, just finished catching up on 4 1/2 seasons of how i met your mother and it was legen--wait for it--DARY!
5.5, Just got my DREMEL! Thanks to Riz Kid. I'mma be  killen' the jewelrey now dude.
5.5, Last day of X games. The kids today are sick!
5.5, Love will always find a way!
5.5, Loves my mom! For all of you that aren't too proud to say thank you to your moms for helping you be the great person you are today... please copy and paste to your profile! I expect to see this many times on my page! Some people no longer have their moms here to appreciate! (But we can still say THANKS for their love.)
5.5, MAN THIS RELIGION PROJECT IS KILLING ME I NEVER EVEN HEARD OF SHAKERS.
5.5, Mustard Man! Woo Woo Bow Down! A shout out for all those who know what mustard man does.
5.5, My STOOPID coffee pot died on me today... what a crappy way to start the week...!!
5.5, No work on Friday! Happy 4th everyone!
5.5, not in the mood to work...have a slight fever...my right arm really hurts...badly misses someone...my printer is out of order! what a bad day!!
5.5, Not much left here for me!
5.5, Of to go be Grown!! I will own Thailand after tonight
5.5, Off to the bridal shop!! :)
5.5, Oftn usd to say ma momm tat i vud neva miss her .. Bt 2dae am missin her .. 2 mch ... Luv u mom .. !!
5.5, Omg...I'm 24!! Thank you guys <3
5.5, Pa choww.. Bexstar's birthday party shall be great!
5.5, Pancakes were apperantly good <PERSON> :D:D i hope we dont get sick after them :D
5.5, Ready for a brand new year!   I can't wait to visit my second family in El Paso next week!
5.5, ready to wach the game! GO BEARS!
5.5, S-M-I-L-E  Ã¢â„¢Â¥ Ã¢â„¢Â¥ i wanna go out and play! Ã¢â„¢Â¥
5.5, Santa is coming!  Santa is coming!
5.5, SCHOOL TOMORROW DANGIT
5.5, Shout outs to <PERSON> and bro for getting me to airport early-- they're axing the last 24 passengers that checked in due to weight restriction! Holy balls
5.5, Sonic Youth show tonight !!!
5.5, still at jorg and stacey's enjoying chillin with the family!
5.5, survived another weekend of work....more to come i guess!!
5.5, Taxes are done!!  :)
5.5, Thank you all for your wishes!!
5.5, thank you for all the birthday wishes! i love you all<3
5.5, Thanks 4 all of your wishes!!!
5.5, Thanks all for remembering my birthday!(:
5.5, thanks everyone for the birthday wishes!   Thanks and i had a good time!
5.5, Thanks so much for the birthday wishes everyone!!
5.5, Thanks to all that wished me a Happy Birthday!  Much appreciated!!
5.5, That nigga ray still mean after 15yrs in the league!
5.5, The color of your bra made the news BUT WILL THIS? Let's support our troops. If you support our troops please post this on your status and leave it for at least one hour. There should be no excuses from anyone!! This should appear in everyone's status! Please do this for the ones that make this...The Land Of The Free and the Home Of the Brave..
5.5, the new tiesto album is really good!
5.5, The roof! The roof! the roof of walmart's on fire!......Hahahaha
5.5, two epic gigs in 1 week! Wooop!
5.5, Went in and talked with the Snap-on rep today.  Ordered $1383.70 in tools (retail value).  Getting it all for FREE!  I'm excited!  Dad I'm having it sent to you so be expecting a package for me in a few weeks!
5.5, What a day!
5.5, When did adults forget how to talk to when another? Now they just talk to each others lawyers??!!
5.5, whoo i FINALLY got to meet the other leah...she is so adorable!
5.5, Why is it raining?!?  It's not supposed to rain!  So sad...
5.5, why is the fucking internet so slow!
5.5, Wishes she could have gone to <PERSON>'s funeral! :(
5.5, yawwwwwwn nite people.............. cant wait o chant with Hiroko! it will be good!
6.0, !| R A Di O H Ea D |!
6.0, "...... :) ..... :( ..... ,) ..... :P ...... <3 ........:* ........ :D .....:-/ ...... :'( ... :("
6.0, ":will be afk for the weekend, wet weather camping is a skill we should all have!"
6.0, "<PERSON>    all numbers up. IS NOW ON FACEBOOK!! NO JOKE. Go to the top right of         your screen, click Account then Edit Friends. Go to theleft side of your        screen and click Phonebook. Everyone's phone numbers are now         beingpublished. Please repost to let your friends know this is         ......happening so they can remove their ...numbers by."
6.0, "Caaaan't sleep D:,And I've got to wake up in a few hours for work D: D: D:"
6.0, "Car f****d again after only getting it out of the garage on tuesday.  Laptop crashed and had to get windows reinstalled, f**k you Bill Gates and Microsoft.  and to top it all off it is raining.  Saturdays gotta love em"
6.0, "dam fresh memories....that shit was too funny cuzin! man i had a ball wit you and kinfolks!lmao! dont trip, im comin in december fa sho. i know ms.mom gonna be feastin around that time too... oh im there! and this time maybe we can make it to your pad!lmao! love you cuzo.peace"
6.0, "Everybody hates me now, so fuck it,	I'm not afraid to cry, but that's none of your business!	Whose life is it? Get it? See it? Feel it? Eat it?	Spin it around so I can spit in it's face.	I wanna leave without a trace,	'Cause I don't wanna die in this place!"
6.0, "Fairmont snowboard trip, fernie tomorrow. Woo hop!!"
6.0, "friends do come and go,,, and I'm very thankful for those who chose to stay,,, 'coz they think that I'm a PERFECT FRIEND for them.. through all the trials we encountered, still, we stick together!! i love you GFs & BFs!!!"
6.0, "Happy bday to my angel <PERSON>...I miss you and love you. See you soon...\"""""
6.0, "I don't know where it's all coming from-this barrage of fantastical thoughts-but I only have 10,000 more to go! Agh! *whispers* Seven days...."
6.0, "I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA I H8 HA.......	LOL, gud tymzz nat:):)"
6.0, "i swear if you come back in my life I'll be there till the end of time, and i swear i'll keep you right by my side 'cause baby you're the one i want, i swear!!"
6.0, "I'm selfish, impatient and a little insecure. I make mistakes, I am out of control and at times hard to handle. But if you can't handle me at my worst, then you sure as hell don't deserve me at my best"
6.0, "In memory of every cancer patient, family members & friends who has lost their battle with cancer, and in honpor of those who continue to conquer!  Put this up for 1 hour if you love someone who has or had cancer. Many won't copy & paste. I am proud to. Will you?"
6.0, "Just went and saw Deathly Hallows,  what a great movie!!!"
6.0, "key to a good italian tomato sauce is plenty of garlic, seasoning at low heat. then wack up the temp, add the chopped tomatoes, so they sizzle and squirm!!! gorgeous!"
6.0, "Life is a challenge. The path we take will either lead is to great adventures or to great emptiness...which ever way you look at it, it's your choice! Get over it!!!"
6.0, "modern warfare 2, I will have it soon!"
6.0, "nfl playoffs!!saints secondary lost that one for them,still don't think a 7-9 team should be allowed in!!colts lost thank god!! go ravens,go eagles..."
6.0, "not exactly a magical birthday being the first day of <PERSON> and yardah, yardah, yardah...birthday messages definitely cheered me up though! :D"
6.0, "she shld win the new zealand award for miss blob\ i love you dad hahaha\"""""
6.0, "Struggles in the past, make you stronger in the future....!!!!"
6.0, "The reality of the other person lies not in what he reveals to you, but what he cannot reveal to you. Therefore, if you would understand him, listen not to what he says, but rather to what he does not say !!!!"
6.0, "ughh, crazy..i need some starbucks.. STAT!"
6.0, "Welcome to my rodeo, hold on to meee. Baby I will take it slow. How you ride is the key..you know we're gonna left, right, front back and ohhhh that just aint enough..I can take you everywhere, all around the world. I like how you do it. Just put it in reverse cowgirl. Just put your hands in the air, wave em round and go yeeeeeeee hawwwwww!"
6.0, "Well, the biggest loser is finally over! Yay!!! Peanut butter eggs here I come! No, in all seriousness, I lost 23 pounds but unfortunately that was not quite enough to win it!"
6.0, "WHAT TURN DO I TAKE NOW? ONLY GOD KNOWS THE RIGHT ONE, I PRAY I HEAR HIM CLEARLY AND MAKE THE RIGHT ONE. FRIENDS AND FAMILY PRAY FOR YOUR BOY ."
6.0, "Whatever you give to a woman, she will make it greater. Give her sperm, she will give you a baby. Give her a house, she will give you a home. Give her groceries, she will give you a meal. Give her a smile and she will give you her heart. She multiplies and enlarges whatever she is given. So if you give her crap.......be ready to receive a ton of SHIT !!!!...Real women keep this going!"
6.0, "WILL BE COMPLETELY HONEST FOR 24 HOURS ... You can ask me any question (only in my INBOX). Any question, no matter how crazy, or stupid it is. There is no ulterior motive, You have my FULL honesty, but I DARE you to put this text on your status and see what questions you get! You know you want to take advantage of this. have fun"
6.0, "WINNING\ is not a moment fr me its wat m here for ......!!!\"""""
6.0, "Wow, <PERSON>, what a jackass.  Seriously?  You doubt evolution and mock the proven facts of the missing links leading to humanity.  You sir are an asshole.  Last time I checked, I haven't actually seen 'God' kickin around my neighborhood lately.  I guess fiction, I'm sorry the bible, is more important than nonfiction these days..."
6.0, "Yep, I still hate watching football!!!"
6.0, "Yes everyone i am alive!! I am OKAY i just don't have a phone still so i haven't been able to keep in contact with everybody. Had fun on Halloween Nevaeh was a little kitty cat, i'll have pics up soon"
6.0, *sigh...        You suck!! -.-        ....people dont have trust anymore.......and they end up believing some crap..... and the equation always ends up in an slaps and anger on the wrong person??.....nice..... and im very sleepy.....and im venting out on fb.... :@ :/ -.- T.T
6.0, 20 of Snow!!!  I can't even open my door....
6.0, 3 weeks from today we will be in our new house....yeah!! lots of work ahead of us!!!
6.0, 4 dollars and a ham sandwich!! -Anonymous professor
6.0, <PERSON> gets his first degree this month!!! I am getting my associates when I get my bachelor's I like to do things all at once LOL!!!
6.0, <PERSON>add me on xbox live !
6.0, aaaaaaaaaaaaagggggggggghhhhhhhhhhhhhhhh...........
6.0, Ain't the world very confusing ? or am I retarded !?
6.0, am i d 0ne to blame??????????
6.0, AWW I need to save up for a (Ear) Tube Job instead of A BOOB Job! LOL My Ear is hurting a lil along with my throat...I dont wanna lose my voice! AGAIN!
6.0, back in semenyih!!
6.0, Baking cookies!! (= I love the 4th
6.0, Bank of America just stole $140 from me because the MVD incorrectly charged me for my car registration 3 times!!  BofA wont give me my money back because I did make charges that were overdrawn.  I didn't know the MVD had charged me three times!!   WATCH OUT.
6.0, Being without a car is Horrible... HORRIBLE!
6.0, Can't wait to see my Mommie and Daddy March 5th :) :) :) :)  :)  :)
6.0, cannot wait for tomorrow's soccer game! U-S-A! U-S-A! Beat Brazil!
6.0, Coffee!!!
6.0, cuddling with lukas in my bed hes so fluffly!!! but only if.....
6.0, Feel knackered but great couple of days with the best company. <PERSON> as always great show great guy! Role on next gig
6.0, Friends are angels who lift us to our feet when our wings have trouble remembering how to fly.......!!<3<3
6.0, Fuck the fire alarm. . . !
6.0, fuk a bitch stack chips get money!!
6.0, fun times coming on saturday...<PERSON>bday at mario's...be there or be square!!!
6.0, getting ready for a day out with my boys! Astro Boy then pizza :-)
6.0, Gone to the Greenway for a 2.5 mile run!
6.0, Grrrrrrrrrrrrrr!
6.0, GTG!! it's monday.. monday madness in traffic..
6.0, had a blast at Flirty Girl Fitness!
6.0, had fun with <PERSON> and <PERSON> today! I will get ready to explore the SOUTH!! :P
6.0, Halloween Party tonight!!!
6.0, HAPPY BDAY NAYA..... LET ME KNOW WAT U DOIN 4 DA DAY BABES....
6.0, HAPPY BIRTHDAY TO ME! BIG 20!
6.0, Happy hump day!
6.0, Happy thanksgiving to all my fb friends and family !
6.0, Happy Veterans Day to all I have served with and all who has served!!
6.0, Heading to the gym...need to get my sorry a$$ back in shape!!
6.0, help help help help HELP!
6.0, holy shit monday night was amazing
6.0, Hope u had a GREAT day sis (<PERSON>) !!! Ur finally 18!
6.0, I am getting ready to go out in the real world and cut me some trees..... can someone please ask someone in charge to pay the heat bill?  it's a little chilly!!!!
6.0, I am soooo excited about the movie For Colored Girls
6.0, i finally finished my project!!! . . . but i still got tutor homework ='[
6.0, I got this for sure!
6.0, i hate the way she smile. so plastic! so stupid and yet so pathetic. CHAR!
6.0, i LOVE my guy friends so much! i would die without them! they r so awesome and amazing! so 2 all of my guy friends just knw tht i totally and completely LOVE you!
6.0, I never thought it would happen to me! A co-worker just asked me if I was having a case of the Mondays!
6.0, I still need you help with my horse stable!! I need 6 more nail and 4 more horseshoes. Thanks!!!
6.0, I think about chicken soup!
6.0, I think I have spent more than 90% of time for others and less than 1% for myself. And slowly I am realizing that almost everyone in this world has almost the same statistics. It feels good as I am not the only victim but it also compells me to think if this is the ideal way of living life!
6.0, i'm sick of my projects!!
6.0, is annoyed at her stupid neighbors for practicing piano @ 10 o'clock!!! go 2 sleep u freaks!
6.0, is happy camp is over.  Thanks all for the birthday wishes!!!
6.0, Is quite exhausted by many things and wishes she could see and hug <PERSON> (will be soon hopefully) and get away into the country as well as have a couple of drinks!!!
6.0, Issues with photos.....but finally have some posted!  Will post more later!
6.0, Just got accepted into the kitchen manager program...with a baby on the way...what to do? what to do?...
6.0, just made the color guard for GMC! super excited! lol
6.0, Just watched Ghost of a girlfriends past. It was really cute!!!
6.0, just woke up from a nice nap.About to go to my moms to do some hair.Got to get back to et some more sleep so i'm well rested for the big day tomrrow.To all my girls have a great day 2marrow.Love yall!!!!!
6.0, Life ish about giving and takeing~ <3 .................................... *Whispers* But try to be the one who's takeing! XD
6.0, Lost a day yesterday.....thought it was Thursday when it was only Wednesday.........love holidays!!!
6.0, Love my new shoes!!!
6.0, Loved Aisha !!! Its soooo like Delhi................
6.0, Man its a beautiful day think im gonna go for a drive... dont know where and dont know how long... T tops will be off and music will be a blastin thats for sure!
6.0, Merry Christmas Everyone!!! God bless you all. XOXO
6.0, Merry Christmas!!!
6.0, My band just put up some demos of some of our songs so im really exited. The ony thing is its just guitar cuz i have like 20 hours of school and 50 hours of hw and now i get to go to work yay!
6.0, My own issues won't hinder me from being warmhearted!
6.0, my siss's bday is coming up!! what do i get her?... oh ik! how bout apair of Jordans?! wait no thats what i want...
6.0, Needs  a partner in Crime!!!
6.0, needs a lobotomy!
6.0, no substitute 4 d real thing... oh yeah!!!
6.0, OHYERH XD
6.0, omg is it friday yet!!
6.0, On a weekend back in Kerala full of Lusty Rain!!!
6.0, ON OUR WAY TO FLORIDA
6.0, Put this on your status if you have the most beautiful DAUGHTER in the world!!! Ã¢Ëœâ€ Ã¢â‚¬Â¢*Ã‚Â¨*Ã¢â‚¬Â¢.Ã‚Â¸Ã‚Â¸Ã‚Â¸.Ã¢â‚¬Â¢*Ã‚Â¨* Ã¢â‚¬Â¢Ã¢Ëœâ€ Ã¢â‚¬Â¢*Ã‚Â¨* Ã¢â‚¬Â¢Ã‚Â¸Ã‚Â¸Ã‚Â¸.Ã¢â‚¬Â¢*Ã‚Â¨*Ã¢â‚¬Â¢Ã¢Ëœâ€ Ã¢â‚¬Â¢*Ã‚Â¨*Ã¢â‚¬Â¢Ã‚Â¸Ã‚Â¸Ã‚Â¸. Ã¢â‚¬Â¢*Ã‚Â¨*Ã¢â‚¬Â¢        .
6.0, RAMADAN MUBARAK TO ALL
6.0, Rockband Karaoke at Buffalo Wild Wings! Come rock out at the Gay Bar!
6.0, rude tube is on!
6.0, Running errands! oh the joy!!
6.0, sittin here on this thing for the third time ever!!! lol
6.0, Thank you all for the birthday wishes!!!
6.0, Thank you everyone for all the great Birthday wishes. Have a wonderful evening all. God Bless!
6.0, Thanks everybody for the wonderful birthday wishes!!! Luv ya! :)
6.0, Thanks everyone for the Bday wishes.  COFFEE!
6.0, Thanks for all the B day wishes!!
6.0, Thanks for all the birthday wishes ya'll!  :]
6.0, Thanks for the prayers :)
6.0, The weekend is almost here!  YAY!
6.0, This friday is my sons last set of chemo!Thank God!!
6.0, Today I am thankful that I live in a world were technology is so advanced and options are so great that almost anything is possible!  I also like that I have been able to watch and be part of this technological revolution moving from a bag phone up to seeing this droid that is just to cool!
6.0, Way too cold to do anything but stay in the house and work from the computer!!!
6.0, well scouts went okay there were only maybe 5 or 6 boys that showed up.  Weather here is awful. I dodged no less than 5 downed trees on the way home.  So proud of mark he picked up knot tying really quick.  some of the adults were scratching their heads and mark picked it up in a snap.  Tonight he did a square knot and  a bolan (spelling?)  Knot.   AWESOME!
6.0, well we survived the trail clinic sprit did sooo good i was very proud of her i am glad she does not spook easy she doesnt mind the flags the sacks dragging anyone who rides know just what i am talking about payton and forest did good too!!!! the trails where kinda blah not real extreme but fun!!!
6.0, What a shitty day! first my car breaks down now I'm in the er with branden becuz he decided to punch the floor! Arrgh!
6.0, Who ever thought God would bless me with a wonderful man a beautiful daughter and a gorgous mother and wonderful family and friends. I DID!
6.0, why cant this all just end and go away!! its not worth all the tears
6.0, Wisconsin Dells tomorrow!! 2 days and nights at the Wilderness!! :)
6.0, WOOO just passed my road test!
6.0, Wow the AFC SUCKS PROBOWL SUCKS THIS YEAR
6.0, YAY! Finally 15! Thanks so much to everyone for wishing me a happy one!
6.0, yay!!!! first round of xams finally over..... now lfy seems to be a life
6.0, YEY I got to miss swim practice this afternoon for a doctors appointment!!! :-))
6.5, "2 missed FG's, dammit!!! Still like <PERSON> though any kicker that gets in bar fights is cool with me, but seriously make those FG's!"
6.5, "BROTHER/SISTER WEEK!!!!!! Everyone change your profile pic to a picture of you with your brother or sister or both! Picture can be from when you were young or a current one! Copy and paste this, and lets see how many people love their siblings!!!!"
6.5, "Calling ALL MODELS!!!!!!! Model Call Wednesday, April 14th 2010 @ <ADDRESS>. Registration begins @ 7 pm SHARP!!!! Only $40, includes televised interviews, photoshoots, free admission to the Pre Freaknic Party beginning @ 11 pm later that night."
6.5, "CERTAIN THINGS R FUNNY TO ME......Y WHEN U TELL A GUY U GOT A MAN DEY STILL TRY TO GET DA DIGITS,BUT WHEN U DNT GIVE IT 2 EM' THEY WANNA TALK SH*T.... PLEASE HELPME UNDERSTAND LADIES (<PERSON> LICKER GO LICK URSELF U CORNBALL)"
6.5, "chelsea winning 8-0 n winning league!! not nxt year, mon utd!!!"
6.5, "Choose your FRIEND very carefully, because they will become your INTRODUCTION!!!!!"
6.5, "Facebook friends:  HELP!!  I have had a lack of funny emails, add me email to your list PLEASE~!!  <EMAIL>"
6.5, "funny how i hit thirty and i get allergies, wrinkles, saggy boobs, etc...... i do drugs for 15 years and not a damn thing happens!!!?????"
6.5, "Hawkey team!!!Anyone want to watch the game , please contact me .I'll join you!!!"
6.5, "HELP! im looking for a childbirth class, preferably on weekdays.  Found <PERSON>, but she's only offering Sunday morning classes, and she's starting this Sunday. ANY SUGGESTIONS? thanks!"
6.5, "Hey guys do you remember Sunday Basket\ well it's back in the Croisee in the form of \""JAPS\""!!!\"""""
6.5, "I dont do drugs, I just take medication!!!"
6.5, "I need Chicken in Farmville, Please HELP HELP HELP!"
6.5, "if you knew what was on my mind, you'd be begging for a safety room with the jacket that makes u hug yourself!!!"
6.5, "If you need to check for a pulse, then you haven't killed them!!!"
6.5, "Incredibly tired but excited cause I get to go home soon!!!  Granted, it's only two weeks but who cares!"
